"id","Rk.pass","QBrec","Cmp","Att.pass","Cmp.","Yds.pass","TD.pass","TD.","Int","Int.","Lng.pass","Y.A.pass","AY.A","Y.C","Y.G.pass","Rate","QBR","Sk","Yds.1.pass","NY.A","ANY.A","Sk.","X4QC","GWD","Rk.rush","Att.rush","Yds.rush","TD.rush","Lng.rush","Y.A.rush","Y.G.rush","A.G","Rec.rush","Yds.1.rush","Y.R.rush","TD.1","Lng.1","R.G.rush","Y.G.1","YScm","RRTD","Fmb.rush","Rk.rec","Rec.rec","Yds.rec","Y.R.rec","TD.rec","Lng.rec","R.G.rec","Y.G.rec","Fmb.rec"
"RyanMa00","2","4-12-0","439","651","67.4","4515","26","4.0","17","2.6","81","6.9","6.6","10.3","282.2","89.6","67.91","44","298","6.07","5.72","6.3","1","1","132","17","55","0","17","3.2","3.4","1.1","","","","","","","","55","0","5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SalaGr00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"288","8","143","17.9","0","44","1.0","17.9","0"
"SandAc00","82","","1","1","100.0","21","1","100.0","0","0.0","21","21.0","41.0","21.0","1.4","158.3","99.7","0","0","21.00","41.00","0.0","","","253","2","4","0","4","2.0","0.3","0.1","51","484","9.5","1","51","3.4","32.3","488","1","0","74","51","484","9.5","1","51","3.4","32.3","0"
"SandEm00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"298","1","25","0","25","25.0","1.6","0.1","67","740","11.0","6","55","4.2","46.3","765","6","1","40","67","740","11.0","6","55","4.2","46.3","1"
"SanuMo00","83","","1","1","100.0","25","0","0.0","0","0.0","25","25.0","25.0","25.0","1.6","118.7","95.61","0","0","25.00","25.00","0.0","","","203","4","16","0","9","4.0","1.0","0.3","47","455","9.7","2","32","2.9","28.4","471","2","1","86","47","455","9.7","2","32","2.9","28.4","1"
"SanzDa00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"321","6","61","10.2","0","23","0.6","6.1","0"
"SateSa20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"447","1","0","0.0","0","0","0.1","0.0","0"
"SaunWe00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"356","4","46","11.5","0","18","0.7","7.7","0"
"SchaMa00","23","2-6-0","219","358","61.2","2310","10","2.8","14","3.9","46","6.5","5.3","10.5","231.0","73.0","43.65","21","162","5.67","4.53","5.5","2","2","188","5","24","0","7","4.8","2.4","0.5","","","","","","","","24","0","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ScheTo00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"304","7","82","11.7","0","22","1.4","16.4","0"
"SchiSh99","84","","1","1","100.0","-8","0","0.0","0","0.0","0","-8.0","-8.0","-8.0","-1.3","79.2","","0","0","-8.00","-8.00","0.0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ScotBe00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"204","4","14","0","9","3.5","7.0","2.0","2","10","5.0","0","8","1.0","5.0","24","0","0","403","2","10","5.0","0","8","1.0","5.0","0"
"ScotDa01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"125","20","73","0","16","3.7","14.6","4.0","11","102","9.3","1","23","2.2","20.4","175","1","0","255","11","102","9.3","1","23","2.2","20.4","0"
"SherAn00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"254","2","3","0","2","1.5","0.2","0.1","18","155","8.6","1","26","1.1","9.7","158","1","1","210","18","155","8.6","1","26","1.1","9.7","1"
"ShiaVi00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"404","2","2","1.0","0","3","2.0","2.0","0"
"ShorCe00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41","66","777","11.8","3","59","5.1","59.8","0"
"SimmMa00","52","","16","31","51.6","156","1","3.2","1","3.2","25","5.0","4.2","9.8","52.0","63.4","7.18","4","23","3.80","3.09","11.4","","","189","5","37","0","22","7.4","12.3","1.7","","","","","","","","37","0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SimpJe00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","48","726","15.1","1","51","3.0","45.4","1"
"SimsDi00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"322","6","32","5.3","1","8","0.4","2.1","0"
"SmitAl02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"372","3","12","4.0","1","7","0.2","0.8","1"
"SmitAl03","15","11-4-0","308","508","60.6","3313","23","4.5","7","1.4","71","6.5","6.8","10.8","220.9","89.1","49.43","39","210","5.67","5.94","7.1","1","1","59","76","431","1","26","5.7","28.7","5.1","1","-4","-4.0","0","-4","0.1","-0.3","427","1","8","448","1","-4","-4.0","0","-4","0.1","-0.3","8"
"SmitAl22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"130","18","54","1","21","3.0","3.4","1.1","10","68","6.8","0","10","0.6","4.3","122","1","2","260","10","68","6.8","0","10","0.6","4.3","2"
"SmitAn01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"190","5","145","2","50","29.0","9.7","0.3","2","10","5.0","0","6","0.1","0.7","155","2","0","405","2","10","5.0","0","6","0.1","0.7","0"
"SmitAr00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"205","4","5","0","5","1.3","1.0","0.8","","","","","","","","5","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SmitBr01","85","","0","1","0.0","0","0","0.0","0","0.0","0","0.0","0.0","","0.0","39.6","0.26","0","0","0.00","0.00","0.0","0","0","255","2","2","0","2","1.0","0.3","0.3","2","27","13.5","0","14","0.3","3.4","29","0","1","406","2","27","13.5","0","14","0.3","3.4","1"
"SmitGe00","19","8-8-0","247","443","55.8","3046","12","2.7","21","4.7","69","6.9","5.3","12.3","190.4","66.5","35.94","43","315","5.62","4.17","8.8","2","5","63","72","366","6","32","5.1","22.9","4.5","1","13","13.0","0","13","0.1","0.8","379","6","8","449","1","13","13.0","0","13","0.1","0.8","8"
"SmitLe00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"336","5","78","15.6","0","28","0.3","4.9","0"
"SmitSt01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46","64","745","11.6","4","44","4.3","49.7","0"
"SmitTo02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44","65","1128","17.4","4","74","4.1","70.5","1"
"SnelJa00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90","44","164","1","17","3.7","11.7","3.1","29","216","7.4","3","34","2.1","15.4","380","4","0","158","29","216","7.4","3","34","2.1","15.4","0"
"SpaeMa00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"450","1","11","11.0","1","11","0.3","2.8","0"
"SperKo00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"451","1","16","16.0","0","16","0.1","2.0","0"
"SpilC.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21","202","933","2","77","4.6","62.2","13.5","33","185","5.6","0","27","2.2","12.3","1118","2","4","136","33","185","5.6","0","27","2.2","12.3","4"
"SproDa00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","53","220","2","38","4.2","14.7","3.5","71","604","8.5","2","48","4.7","40.3","824","4","2","36","71","604","8.5","2","48","4.7","40.3","2"
"StacZa00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","250","973","7","40","3.9","69.5","17.9","26","141","5.4","1","25","1.9","10.1","1114","8","1","167","26","141","5.4","1","25","1.9","10.1","1"
"StafMa00","4","7-9-0","371","634","58.5","4650","29","4.6","19","3.0","87","7.3","6.9","12.5","290.6","84.2","52.46","23","168","6.82","6.40","3.5","2","3","97","37","69","2","14","1.9","4.3","2.3","","","","","","","","69","2","12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"StalJo20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"452","1","14","14.0","0","14","0.1","0.9","0"
"StarJa00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","89","493","3","41","5.5","37.9","6.8","10","89","8.9","1","23","0.8","6.8","582","4","1","261","10","89","8.9","1","23","0.8","6.8","1"
"StepLa00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"179","6","19","0","5","3.2","19.0","6.0","2","11","5.5","0","7","2.0","11.0","30","0","0","407","2","11","5.5","0","7","2.0","11.0","0"
"StevCr00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"408","2","5","2.5","0","6","0.1","0.3","0"
"StewJe00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"256","2","2","1","2","1.0","0.2","0.2","2","6","3.0","0","5","0.2","0.5","8","1","0","409","2","6","3.0","0","5","0.2","0.5","0"
"StewJo00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","48","180","0","16","3.8","30.0","8.0","7","44","6.3","0","16","1.2","7.3","224","0","1","305","7","44","6.3","0","16","1.2","7.3","1"
"StilKe00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"217","3","10","0","4","3.3","0.6","0.2","32","641","20.0","5","76","2.0","40.1","651","5","0","144","32","641","20.0","5","76","2.0","40.1","0"
"StokBr00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"236","13","115","8.8","0","18","2.2","19.2","0"
"StreRo00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"257","2","17","0","9","8.5","1.1","0.1","60","888","14.8","4","66","3.8","55.5","905","4","1","50","60","888","14.8","4","66","3.8","55.5","1"
"SudfZa00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"337","5","63","12.6","0","25","0.4","4.5","0"
"suishsha01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"299","1","-12","0","-12","-12.0","-0.8","0.1","","","","","","","","-12","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SummFr00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"145","12","46","1","16","3.8","3.1","0.8","7","79","11.3","1","34","0.5","5.3","125","2","0","306","7","79","11.3","1","34","0.5","5.3","0"
"TammJa00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"198","20","184","9.2","1","15","1.3","11.5","0"
"TannPh00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"160","9","12","1","9","1.3","0.8","0.6","3","33","11.0","0","17","0.2","2.1","45","1","1","373","3","33","11.0","0","17","0.2","2.1","1"
"TannRy00","7","8-8-0","355","588","60.4","3913","24","4.1","17","2.9","67","6.7","6.2","11.0","244.6","81.7","45.78","58","399","5.44","5.00","9.0","4","3","96","40","238","1","48","6.0","14.9","2.5","","","","","","","","238","1","9",NA,NA,NA,NA,NA,NA,NA,NA,NA
"TateBe00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25","181","771","4","60","4.3","55.1","12.9","34","140","4.1","0","10","2.4","10.0","911","4","5","133","34","140","4.1","0","10","2.4","10.0","5"
"TateBr00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"453","1","6","6.0","0","6","0.1","0.4","2"
"TateGo00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"218","3","31","0","20","10.3","1.9","0.2","64","898","14.0","5","80","4.0","56.1","929","5","3","47","64","898","14.0","5","80","4.0","56.1","3"
"TaufWi00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"300","1","1","0","1","1.0","0.1","0.1","10","40","4.0","0","11","0.6","2.5","41","0","0","262","10","40","4.0","0","11","0.6","2.5","0"
"TaylKe00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"188","22","229","10.4","1","17","2.2","22.9","0"
"TaylRy00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"323","6","30","5.0","0","8","0.4","2.1","1"
"TaylSt00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100","36","115","0","15","3.2","7.2","2.3","8","71","8.9","0","29","0.5","4.4","186","0","0","289","8","71","8.9","0","29","0.5","4.4","0"
"TaylTy00","61","","1","5","20.0","2","0","0.0","1","20.0","2","0.4","-8.6","2.0","0.7","0.0","44.76","0","0","0.40","-8.60","0.0","","","164","8","64","0","25","8.0","21.3","2.7","1","6","6.0","0","6","0.3","2.0","70","0","0","454","1","6","6.0","0","6","0.3","2.0","0"
"ThigMa00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"180","6","18","0","9","3.0","1.1","0.4","8","97","12.1","1","50","0.5","6.1","115","1","3","290","8","97","12.1","1","50","0.5","6.1","3"
"ThomDa03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45","109","406","4","55","3.7","27.1","7.3","15","63","4.2","2","16","1.0","4.2","469","6","0","222","15","63","4.2","2","16","1.0","4.2","0"
"ThomDe03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9","92","1430","15.5","14","78","5.8","89.4","2"
"ThomDe04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"263","10","96","9.6","0","33","1.4","13.7","0"
"ThomJu00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45","65","788","12.1","12","74","4.6","56.3","1"
"ThomKe02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"145","32","466","14.6","4","49","2.7","38.8","0"
"ThomLa02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"410","2","31","15.5","0","18","1.0","15.5","0"
"ThomPi00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36","147","549","2","18","3.7","34.3","9.2","77","513","6.7","3","29","4.8","32.1","1062","5","2","25","77","513","6.7","3","29","4.8","32.1","2"
"ThomTa00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"374","3","13","4.3","1","9","0.2","0.8","0"
"TodmJo00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","76","256","2","33","3.4","16.0","4.8","14","116","8.3","1","30","0.9","7.3","372","3","0","227","14","116","8.3","1","30","0.9","7.3","0"
"ToilLe00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"256","11","55","5.0","2","12","0.7","3.7","0"
"TolbMi00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","101","361","5","22","3.6","22.6","6.3","27","184","6.8","2","18","1.7","11.5","545","7","0","161","27","184","6.8","2","18","1.7","11.5","0"
"TolzSc00","46","0-1-1","55","90","61.1","717","1","1.1","5","5.6","52","8.0","5.7","13.0","239.0","66.8","24.27","3","26","7.43","5.23","3.2","","","191","5","55","1","19","11.0","18.3","1.7","","","","","","","","55","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ToonNi00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"357","4","68","17.0","0","35","0.5","8.5","0"
"TuelJe00","48","0-1-0","26","59","44.1","309","1","1.7","3","5.1","59","5.2","3.3","11.9","154.5","45.1","9.58","2","11","4.89","3.00","3.3","","","219","3","17","0","14","5.7","8.5","1.5","","","","","","","","17","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA
"TurbRo00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","77","264","0","15","3.4","16.5","4.8","8","60","7.5","0","19","0.5","3.8","324","0","1","291","8","60","7.5","0","19","0.5","3.8","1"
"TymsBr00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"411","2","12","6.0","0","6","0.3","1.7","0"
"UndeTi00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"179","24","440","18.3","4","85","2.0","36.7","0"
"VaugJo01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"301","1","1","0","1","1.0","0.2","0.2","1","-5","-5.0","0","-5","0.2","-0.8","-4","0","0","455","1","-5","-5.0","0","-5","0.2","-0.8","0"
"VereSh00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"91","44","208","1","21","4.7","26.0","5.5","47","427","9.1","3","50","5.9","53.4","635","4","1","87","47","427","9.1","3","50","5.9","53.4","1"
"VickMi00","44","2-4-0","77","141","54.6","1215","5","3.5","3","2.1","70","8.6","8.4","15.8","173.6","86.5","58.75","15","99","7.15","6.93","9.6","","","101","36","306","2","61","8.5","43.7","5.1","0","-2","","0","-2","0.0","-0.3","304","2","4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"WalkHu00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","60","571","9.5","6","33","4.0","38.1","1"
"WallMi00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"220","3","33","0","13","11.0","2.1","0.2","73","930","12.7","5","57","4.6","58.1","963","5","0","32","73","930","12.7","5","57","4.6","58.1","0"
"WallSe00","53","0-1-0","16","24","66.7","139","0","0.0","1","4.2","17","5.8","3.9","8.7","46.3","64.4","15.24","4","25","4.07","2.46","14.3","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WareSp00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"221","3","10","0","5","3.3","5.0","1.5","","","","","","","","10","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA
"WashLe00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"302","1","1","0","1","1.0","0.1","0.1","","","","","","","","1","0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"WashNa00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","58","919","15.8","3","77","3.6","57.4","0"
"WatsBe00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"203","19","226","11.9","2","32","1.3","15.1","0"
"WaynRe00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"303","1","5","0","5","5.0","0.7","0.1","38","503","13.2","2","35","5.4","71.9","508","2","0","120","38","503","13.2","2","35","5.4","71.9","0"
