"team","year","league","w","l","t","playoffs","pts.for","pts.ag","pt.dif","coach","o.pt.rnk","o.yd.rnk","d.pt.rnk","d.yd.rnk","pt.dif.rnk","yd.dif.rnk","n.teams","w.pct","pt.dif.gm","pt.dif.qnt","pt.dif.zs"
"det",1934,"NFL",10,3,0,"",238,59,179,"Clark",2,2,1,2,2,2,11,0.769230769230769,13.7692307692308,0.9,1.62020216188442
"det",1933,"NFL",6,5,0,"",128,87,41,"Clark",3,1,4,4,5,1,10,0.545454545454545,3.72727272727273,0.555555555555556,0.452600253304763
"det",1932,"NFL",6,2,4,"",116,71,45,"Clark",3,5,3,1,3,5,8,0.5,3.75,0.714285714285714,0.683714788153138
"det",1931,"NFL",11,3,0,"",175,77,98,"Clark",3,1,1,1,2,1,10,0.785714285714286,7,0.888888888888889,1.24337852177751
"det",1930,"NFL",5,6,3,"",176,161,15,"Griffen",4,1,8,1,5,1,11,0.357142857142857,1.07142857142857,0.6,0.173201616759192
"gnb",2013,"NFL",5,2,0,"",212,158,54,"McCarthy",3,2,14,9,7,2,32,0.714285714285714,7.71428571428571,0.806451612903226,0.803626080500855
"gnb",2012,"NFL",11,5,0,"Lost Div",433,336,97,"McCarthy",5,13,11,11,7,9,32,0.6875,6.0625,0.806451612903226,0.871026802418236
"gnb",2011,"NFL",15,1,0,"Lost Div",560,359,201,"McCarthy",1,3,19,32,2,17,32,0.9375,12.5625,0.967741935483871,1.8238867763968
"gnb",2010,"NFL",10,6,0,"Won SB",388,240,148,"McCarthy",10,9,2,5,2,7,32,0.625,9.25,0.967741935483871,1.52607930153912
"gnb",2009,"NFL",11,5,0,"Lost WC",461,297,164,"McCarthy",3,6,7,2,2,1,32,0.6875,10.25,0.967741935483871,1.3745909421884
"gnb",2008,"NFL",6,10,0,"",419,380,39,"McCarthy",5,8,22,20,14,17,32,0.375,2.4375,0.580645161290323,0.363757492399224
"gnb",2007,"NFL",13,3,0,"Lost Conf",435,291,144,"McCarthy",4,2,6,11,3,5,32,0.8125,9,0.935483870967742,1.23800351419118
"gnb",2006,"NFL",8,8,0,"",301,366,-65,"McCarthy",22,9,25,12,23,13,32,0.5,-4.0625,0.290322580645161,-0.702479938711773
"gnb",2005,"NFL",4,12,0,"",298,344,-46,"Sherman",22,18,19,7,20,11,32,0.25,-2.875,0.387096774193548,-0.43452525271648
"gnb",2004,"NFL",10,6,0,"Lost WC",424,380,44,"Sherman",5,3,23,25,11,3,32,0.625,2.75,0.67741935483871,0.481438326174486
"gnb",2003,"NFL",10,6,0,"Lost Div",442,307,135,"Sherman",4,4,11,17,2,8,32,0.625,8.4375,0.967741935483871,1.36892482711645
"gnb",2002,"NFL",12,4,0,"Lost WC",398,328,70,"Sherman",6,12,12,12,6,9,32,0.75,4.375,0.838709677419355,0.788941532914788
"gnb",2001,"NFL",12,4,0,"Lost Div",390,266,124,"Sherman",5,6,5,12,6,5,31,0.75,7.75,0.833333333333333,1.26438051273049
"gnb",2000,"NFL",9,7,0,"",353,323,30,"Sherman",11,15,14,15,14,16,31,0.5625,1.875,0.566666666666667,0.257048238838192
"gnb",1999,"NFL",8,8,0,"",357,341,16,"Rhodes",10,9,20,19,15,16,31,0.5,1,0.533333333333333,0.149427030212966
"gnb",1998,"NFL",11,5,0,"Lost WC",408,319,89,"Holmgren",6,5,11,4,7,4,30,0.6875,5.5625,0.793103448275862,0.799401444705541
"gnb",1997,"NFL",13,3,0,"Lost SB",422,282,140,"Holmgren",2,4,5,7,3,6,30,0.8125,8.75,0.931034482758621,1.58038135165945
"gnb",1996,"NFL",13,3,0,"Won SB",456,210,246,"Holmgren",1,5,1,1,1,1,30,0.8125,15.375,1,2.60821128886143
"gnb",1995,"NFL",11,5,0,"Lost Conf",404,314,90,"Holmgren",6,7,4,14,5,6,30,0.6875,5.625,0.862068965517241,1.06163174501266
"gnb",1994,"NFL",9,7,0,"Lost Div",382,287,95,"Holmgren",4,9,5,6,4,8,28,0.5625,5.9375,0.888888888888889,1.11695159614137
"gnb",1993,"NFL",9,7,0,"Lost Div",340,282,58,"Holmgren",6,19,9,2,7,12,28,0.5625,3.625,0.777777777777778,0.642745047751121
"gnb",1992,"NFL",9,7,0,"",276,296,-20,"Holmgren",17,15,15,23,14,16,28,0.5625,-1.25,0.518518518518519,-0.196879047213419
"gnb",1991,"NFL",4,12,0,"",273,313,-40,"Infante",22,24,18,10,20,20,28,0.25,-2.5,0.296296296296296,-0.35588311225222
"gnb",1990,"NFL",6,10,0,"",271,347,-76,"Infante",23,20,18,22,24,24,28,0.375,-4.75,0.148148148148148,-0.727722993562976
"gnb",1989,"NFL",10,6,0,"",362,356,6,"Infante",8,6,18,16,14,9,28,0.625,0.375,0.518518518518519,0.0609089102210042
"gnb",1988,"NFL",4,12,0,"",240,315,-75,"Infante",26,24,11,7,23,17,28,0.25,-4.6875,0.185185185185185,-0.949883019141551
"gnb",1987,"NFL",5,9,1,"",255,300,-45,"Gregg",26,22,11,14,22,22,28,0.333333333333333,-3,0.222222222222222,-0.496827435171003
"gnb",1986,"NFL",4,12,0,"",254,418,-164,"Gregg",25,18,27,12,26,16,28,0.25,-10.25,0.0740740740740741,-1.67749802622813
"gnb",1985,"NFL",8,8,0,"",337,355,-18,"Gregg",16,12,15,12,18,12,28,0.5,-1.125,0.37037037037037,-0.173341263021046
"gnb",1984,"NFL",8,8,0,"",390,309,81,"Gregg",7,6,10,16,7,12,28,0.5,5.0625,0.777777777777778,0.685097124092012
"gnb",1983,"NFL",8,8,0,"",429,439,-10,"Starr",5,2,26,28,14,19,28,0.5,-0.625,0.518518518518519,-0.113576627332159
"gnb",1982,"NFL",5,3,1,"Lost Div",226,169,57,"Starr",5,12,11,8,8,10,28,0.555555555555556,6.33333333333333,0.740740740740741,1.0405829362248
"gnb",1981,"NFL",8,8,0,"",324,361,-37,"Starr",14,23,20,9,17,19,28,0.5,-2.3125,0.407407407407407,-0.388078678241991
"gnb",1980,"NFL",5,10,1,"",231,371,-140,"Starr",28,14,22,25,26,24,28,0.3125,-8.75,0.0740740740740741,-1.4294040403327
"gnb",1979,"NFL",5,11,0,"",246,316,-70,"Starr",25,25,13,23,21,26,28,0.3125,-4.375,0.259259259259259,-0.909275528663595
"gnb",1978,"NFL",8,7,1,"",249,269,-20,"Starr",22,24,8,19,18,26,28,0.5,-1.25,0.37037037037037,-0.258893399911886
"gnb",1977,"NFL",4,10,0,"",134,219,-85,"Starr",27,27,10,18,22,24,28,0.285714285714286,-6.07142857142857,0.222222222222222,-0.964668803581795
"gnb",1976,"NFL",5,9,0,"",218,299,-81,"Starr",23,26,21,14,20,21,28,0.357142857142857,-5.78571428571429,0.296296296296296,-0.62729924850054
"gnb",1975,"NFL",4,10,0,"",226,285,-59,"Starr",20,23,13,16,17,19,26,0.285714285714286,-4.21428571428571,0.36,-0.474984219760834
"gnb",1974,"NFL",6,8,0,"",210,206,4,"Devine",21,21,5,6,14,14,26,0.428571428571429,0.285714285714286,0.48,0.0455922839582658
"gnb",1973,"NFL",5,7,2,"",202,259,-57,"Devine",22,25,14,10,16,20,26,0.357142857142857,-4.07142857142857,0.4,-0.452515507104428
"gnb",1972,"NFL",10,4,0,"Lost Div",304,226,78,"Devine",11,22,4,2,8,15,26,0.714285714285714,5.57142857142857,0.72,0.65315363673872
"gnb",1971,"NFL",4,8,2,"",274,298,-24,"Devine",13,16,18,13,14,15,26,0.285714285714286,-1.71428571428571,0.48,-0.242529680754258
"gnb",1970,"NFL",6,8,0,"",196,293,-97,"Bengtson",24,24,19,16,22,23,26,0.428571428571429,-6.92857142857143,0.16,-0.968058087088132
"gnb",1969,"NFL",8,6,0,"",269,221,48,"Bengtson",12,11,3,4,6,5,16,0.571428571428571,3.42857142857143,0.666666666666667,0.460673805928984
"gnb",1968,"NFL",6,7,1,"",281,227,54,"Bengtson",9,10,4,3,5,6,16,0.428571428571429,3.85714285714286,0.733333333333333,0.382612855551929
"gnb",1967,"NFL",9,4,1,"Won SB",332,209,123,"Lombardi",9,9,3,1,3,3,16,0.642857142857143,8.78571428571429,0.866666666666667,1.0120286609719
"gnb",1966,"NFL",12,2,0,"Won SB",335,163,172,"Lombardi",4,8,1,3,2,4,15,0.857142857142857,12.2857142857143,0.928571428571429,1.42038923336817
"gnb",1965,"NFL",10,3,1,"Won Champ",316,224,92,"Lombardi",8,12,1,3,3,12,14,0.714285714285714,6.57142857142857,0.846153846153846,1.10591774424214
"gnb",1964,"NFL",8,5,1,"",342,245,97,"Lombardi",5,5,2,1,3,1,14,0.571428571428571,6.92857142857143,0.846153846153846,0.978892373576769
"gnb",1963,"NFL",11,2,1,"",369,206,163,"Lombardi",2,6,2,2,2,2,14,0.785714285714286,11.6428571428571,0.923076923076923,1.37912212246908
"gnb",1962,"NFL",13,1,0,"Won Champ",415,148,267,"Lombardi",1,4,1,2,1,1,14,0.928571428571429,19.0714285714286,1,2.40721563088514
"gnb",1961,"NFL",11,3,0,"Won Champ",391,223,168,"Lombardi",1,4,2,6,1,3,14,0.785714285714286,12,1,1.28710307228281
"gnb",1960,"NFL",8,4,0,"Lost Conf",332,209,123,"Lombardi",2,4,2,7,2,4,13,0.666666666666667,10.25,0.916666666666667,1.39987102053618
"gnb",1959,"NFL",7,5,0,"",248,246,2,"Lombardi",8,6,6,3,7,6,12,0.583333333333333,0.166666666666667,0.454545454545455,0.0231158761189727
"gnb",1958,"NFL",1,10,1,"",193,382,-189,"McLean",12,11,12,11,12,12,12,0.0833333333333333,-15.75,0,-1.88797580199145
"gnb",1957,"NFL",3,9,0,"",218,311,-93,"Blackbourn",8,9,12,11,11,12,12,0.25,-7.75,0.0909090909090909,-1.54937411667143
"gnb",1956,"NFL",4,8,0,"",264,342,-78,"Blackbourn",5,5,12,12,12,12,12,0.333333333333333,-6.5,0,-1.11461663291036
"gnb",1955,"NFL",6,6,0,"",258,276,-18,"Blackbourn",5,7,10,6,7,8,12,0.5,-1.5,0.454545454545455,-0.293995792029738
"gnb",1954,"NFL",4,8,0,"",234,251,-17,"Blackbourn",8,8,5,10,8,8,12,0.333333333333333,-1.41666666666667,0.363636363636364,-0.135246294662841
"gnb",1953,"NFL",2,9,1,"",200,338,-138,"Ronzani,McLean,Devore",9,9,11,9,10,9,12,0.166666666666667,-11.5,0.181818181818182,-1.09093620587568
"gnb",1952,"NFL",6,6,0,"",295,312,-17,"Ronzani",5,5,10,5,7,5,12,0.5,-1.41666666666667,0.454545454545455,-0.225296659033288
"gnb",1951,"NFL",3,9,0,"",254,375,-121,"Ronzani",6,6,11,11,11,11,12,0.25,-10.0833333333333,0.0909090909090909,-1.20143050401998
"gnb",1950,"NFL",3,9,0,"",244,406,-162,"Ronzani",8,13,12,11,12,12,13,0.25,-13.5,0.0833333333333334,-1.44616238734627
"gnb",1949,"NFL",2,10,0,"",114,329,-215,"Lambeau",10,9,8,7,9,9,10,0.166666666666667,-17.9166666666667,0.111111111111111,-1.64805401184881
"gnb",1948,"NFL",3,9,0,"",154,290,-136,"Lambeau",10,9,7,5,8,7,10,0.25,-11.3333333333333,0.222222222222222,-0.835601041314694
"gnb",1947,"NFL",6,5,1,"",274,210,64,"Lambeau",5,4,1,1,4,3,10,0.5,5.33333333333333,0.666666666666667,0.646795895393214
"gnb",1946,"NFL",6,5,0,"",148,158,-10,"Lambeau",8,8,2,4,7,6,10,0.545454545454545,-0.909090909090909,0.333333333333333,-0.0904569843446647
"gnb",1945,"NFL",6,4,0,"",258,173,85,"Lambeau",2,5,4,10,4,6,10,0.6,8.5,0.666666666666667,0.829092946202449
"gnb",1944,"NFL",8,2,0,"Won Champ",238,141,97,"Lambeau",3,2,3,4,3,3,11,0.8,9.7,0.8,0.816407751024353
"gnb",1943,"NFL",7,2,1,"",264,172,92,"Lambeau",2,2,4,4,2,2,10,0.7,9.2,0.888888888888889,0.944174620713961
"gnb",1942,"NFL",8,2,1,"",300,215,85,"Lambeau",2,2,8,8,3,3,10,0.727272727272727,7.72727272727273,0.777777777777778,0.555395100680109
"gnb",1941,"NFL",10,1,0,"Lost Div",258,120,138,"Lambeau",2,2,2,5,2,2,10,0.909090909090909,12.5454545454545,0.888888888888889,0.967355071531295
"gnb",1940,"NFL",6,4,1,"",238,155,83,"Lambeau",2,1,6,3,3,1,10,0.545454545454545,7.54545454545455,0.777777777777778,0.993353259557752
"gnb",1939,"NFL",9,2,0,"Won Champ",233,153,80,"Lambeau",3,3,4,6,4,3,10,0.818181818181818,7.27272727272727,0.666666666666667,0.704975797852766
"gnb",1938,"NFL",8,3,0,"Lost Conf",223,118,105,"Lambeau",1,1,3,6,2,4,10,0.727272727272727,9.54545454545454,0.888888888888889,1.40112134579451
"gnb",1937,"NFL",7,4,0,"",220,122,98,"Lambeau",1,1,5,6,2,1,10,0.636363636363636,8.90909090909091,0.888888888888889,1.15484528834534
"gnb",1936,"NFL",10,1,1,"Won Champ",248,118,130,"Lambeau",1,3,4,3,2,2,9,0.833333333333333,10.8333333333333,0.875,1.14074045092839
"gnb",1935,"NFL",8,4,0,"",181,96,85,"Lambeau",3,2,1,4,2,2,9,0.666666666666667,7.08333333333333,0.875,0.940621091692775
"gnb",1934,"NFL",7,6,0,"",156,112,44,"Lambeau",3,7,7,4,4,5,11,0.538461538461538,3.38461538461538,0.7,0.398261983926896
"gnb",1933,"NFL",5,7,1,"",170,107,63,"Lambeau",2,6,6,1,2,2,10,0.384615384615385,4.84615384615385,0.888888888888889,0.695458925809757
"gnb",1932,"NFL",10,3,1,"",152,63,89,"Lambeau",2,6,2,1,2,6,8,0.714285714285714,6.35714285714286,0.857142857142857,1.35223591434732
"gnb",1931,"NFL",12,2,0,"Won Champ",291,87,204,"Lambeau",1,1,2,1,1,1,10,0.857142857142857,14.5714285714286,1,2.58825733104706
"gnb",1930,"NFL",10,3,1,"Won Champ",234,111,123,"Lambeau",2,1,4,1,2,1,11,0.714285714285714,8.78571428571429,0.9,1.42025325742538
"gnb",1929,"NFL",12,0,1,"Won Champ",198,22,176,"Lambeau",2,1,1,1,2,1,12,0.923076923076923,13.5384615384615,0.909090909090909,1.19156018015127
"gnb",1928,"NFL",6,4,3,"",120,92,28,"Lambeau",5,1,4,1,5,1,10,0.461538461538462,2.15384615384615,0.555555555555556,0.318497291125705
"gnb",1927,"NFL",7,2,1,"",113,43,70,"Lambeau",3,1,2,1,3,1,12,0.7,7,0.818181818181818,0.706113756427787
"gnb",1926,"NFL",7,3,3,"",151,61,90,"Lambeau",3,1,5,1,5,1,22,0.538461538461538,6.92307692307692,0.80952380952381,1.21375286484295
"gnb",1925,"NFL",8,5,0,"",151,110,41,"Lambeau",3,1,11,1,7,1,20,0.615384615384615,3.15384615384615,0.684210526315789,0.721308381075125
"gnb",1924,"NFL",7,4,0,"",108,38,70,"Lambeau",7,1,2,1,5,1,19,0.636363636363636,6.36363636363636,0.777777777777778,2.27229615606418
"gnb",1923,"NFL",7,2,1,"",85,34,51,"Lambeau",7,1,3,1,5,1,20,0.7,5.1,0.789473684210526,1.8471311025515
"gnb",1922,"NFL",4,3,3,"",70,54,16,"Lambeau",11,1,7,1,10,1,18,0.4,1.6,0.470588235294118,0.507744652780301
"gnb",1921,"APFA",3,2,1,"",70,55,15,"Lambeau",6,1,10,1,9,1,21,0.5,2.5,0.6,0.381575228329739
"htx",2013,"NFL",2,6,0,"",146,221,-75,"Kubiak",28,8,27,1,30,1,32,0.25,-9.375,0.0645161290322581,-1.11614733402897
"htx",2012,"NFL",12,4,0,"Lost Div",416,331,85,"Kubiak",8,7,9,7,8,6,32,0.75,5.3125,0.774193548387097,0.763270909335568
"htx",2011,"NFL",10,6,0,"Lost Div",381,278,103,"Kubiak",10,13,4,2,6,3,32,0.625,6.4375,0.838709677419355,0.934628547108808
"htx",2010,"NFL",6,10,0,"",390,427,-37,"Kubiak",9,3,29,30,18,13,32,0.375,-2.3125,0.451612903225806,-0.38151982538478
"htx",2009,"NFL",9,7,0,"",388,333,55,"Kubiak",10,4,17,13,11,7,32,0.5625,3.4375,0.67741935483871,0.460990864758306
"htx",2008,"NFL",8,8,0,"",366,394,-28,"Kubiak",17,3,27,22,21,8,32,0.5,-1.75,0.354838709677419,-0.261159225312263
"htx",2007,"NFL",8,8,0,"",379,384,-5,"Kubiak",12,14,22,24,17,21,32,0.5,-0.3125,0.483870967741935,-0.042986233131638
"htx",2006,"NFL",6,10,0,"",267,366,-99,"Kubiak",28,28,25,24,28,28,32,0.375,-6.1875,0.129032258064516,-1.06993098357639
"htx",2005,"NFL",2,14,0,"",260,431,-171,"Capers",26,30,32,31,31,31,32,0.125,-10.6875,0.032258064516129,-1.61530039596778
"htx",2004,"NFL",7,9,0,"",309,339,-30,"Capers",21,19,15,23,20,22,32,0.4375,-1.875,0.387096774193548,-0.328253404209877
"htx",2003,"NFL",5,11,0,"",255,380,-125,"Capers",28,31,27,31,29,32,32,0.3125,-7.8125,0.0967741935483871,-1.26752298807079
"htx",2002,"NFL",4,12,0,"",213,356,-143,"Capers",32,32,20,16,29,32,32,0.25,-8.9375,0.0967741935483871,-1.61169484581164
"clt",2013,"NFL",6,2,0,"",214,155,59,"Pagano",8,19,7,22,8,25,32,0.75,7.375,0.774193548387097,0.878035902769453
"clt",2012,"NFL",11,5,0,"Lost WC",357,387,-30,"Pagano",18,10,21,26,21,18,32,0.6875,-1.875,0.354838709677419,-0.269389732706671
"clt",2011,"NFL",2,14,0,"",243,430,-187,"Caldwell",28,30,28,25,30,32,32,0.125,-11.6875,0.0645161290322581,-1.69684988649852
"clt",2010,"NFL",10,6,0,"Lost WC",435,388,47,"Caldwell",4,4,23,20,11,8,32,0.625,2.9375,0.67741935483871,0.484633291704991
"clt",2009,"NFL",14,2,0,"Lost SB",416,307,109,"Caldwell",7,9,8,18,9,14,32,0.875,6.8125,0.741935483870968,0.913600077430097
"clt",2008,"NFL",12,4,0,"Lost WC",377,298,79,"Dungy",13,15,7,11,9,13,32,0.75,4.9375,0.741935483870968,0.736842099988171
"clt",2007,"NFL",13,3,0,"Lost Div",450,262,188,"Dungy",3,5,1,3,2,2,32,0.8125,11.75,0.967741935483871,1.61628236574959
"clt",2006,"NFL",12,4,0,"Won SB",427,360,67,"Dungy",2,3,23,21,9,7,32,0.75,4.1875,0.741935483870968,0.724094706056751
"clt",2005,"NFL",14,2,0,"Lost Div",439,247,192,"Dungy",2,3,2,11,1,2,32,0.875,12,1,1.813670620034
"clt",2004,"NFL",12,4,0,"Lost Div",522,351,171,"Dungy",1,2,19,29,2,7,32,0.75,10.6875,0.967741935483871,1.8710444039963
"clt",2003,"NFL",12,4,0,"Lost Conf",447,336,111,"Dungy",2,3,20,11,4,3,32,0.75,6.9375,0.903225806451613,1.12556041340686
"clt",2002,"NFL",10,6,0,"Lost WC",349,313,36,"Dungy",17,9,7,8,13,8,32,0.625,2.25,0.612903225806452,0.405741359784748
"clt",2001,"NFL",6,10,0,"",413,486,-73,"Mora",2,2,31,29,23,10,31,0.375,-4.5625,0.266666666666667,-0.744353043784885
"clt",2000,"NFL",10,6,0,"Lost WC",429,326,103,"Mora",4,3,15,21,7,9,31,0.625,6.4375,0.8,0.882532286677793
"clt",1999,"NFL",13,3,0,"Lost Div",423,333,90,"Mora",3,4,17,15,4,8,31,0.8125,5.625,0.9,0.840527044947936
"clt",1998,"NFL",3,13,0,"",310,444,-134,"Mora",19,12,29,29,28,24,30,0.1875,-8.375,0.0689655172413793,-1.20359318641059
"clt",1997,"NFL",3,13,0,"",313,401,-88,"Infante",20,19,26,10,24,12,30,0.1875,-5.5,0.206896551724138,-0.993382563900228
"clt",1996,"NFL",9,7,0,"Lost WC",317,334,-17,"Infante",16,25,18,22,17,25,30,0.5625,-1.0625,0.448275862068966,-0.180242243539204
"clt",1995,"NFL",9,7,0,"Lost Conf",331,316,15,"Marchibroda",17,22,5,7,13,17,30,0.5625,0.9375,0.586206896551724,0.176938624168777
"clt",1994,"NFL",8,8,0,"",307,320,-13,"Marchibroda",18,27,14,20,13,28,28,0.5,-0.8125,0.555555555555556,-0.15284600789303
"clt",1993,"NFL",4,12,0,"",189,378,-189,"Marchibroda",27,22,27,28,28,24,28,0.25,-11.8125,0,-2.09446231077521
"clt",1992,"NFL",9,7,0,"",216,302,-86,"Marchibroda",26,24,16,21,21,25,28,0.5625,-5.375,0.259259259259259,-0.846579903017702
"clt",1991,"NFL",1,15,0,"",143,381,-238,"Venturi,Meyer",28,28,26,20,28,28,28,0.0625,-14.875,0,-2.11750451790071
"clt",1990,"NFL",7,9,0,"",281,353,-72,"Meyer",21,27,20,26,23,27,28,0.4375,-4.5,0.185185185185185,-0.689421783375451
"clt",1989,"NFL",8,8,0,"",298,301,-3,"Meyer",20,23,11,22,15,23,28,0.5,-0.1875,0.481481481481482,-0.0304544551105021
"clt",1988,"NFL",9,7,0,"",354,315,39,"Meyer",9,21,11,17,10,23,28,0.5625,2.4375,0.666666666666667,0.493939169953607
"clt",1987,"NFL",9,6,0,"Lost Div",300,238,62,"Meyer",18,13,1,6,7,9,28,0.6,4.13333333333333,0.777777777777778,0.684517799568938
"clt",1986,"NFL",3,13,0,"",229,400,-171,"Meyer,Dowhower",27,22,25,25,27,27,28,0.1875,-10.6875,0.0370370370370371,-1.74909855173786
"clt",1985,"NFL",5,11,0,"",320,386,-66,"Dowhower",17,19,21,19,22,21,28,0.3125,-4.125,0.222222222222222,-0.635584631077169
"clt",1984,"NFL",4,12,0,"",239,414,-175,"Kush,Hunter",28,28,25,22,25,27,28,0.25,-10.9375,0.111111111111111,-1.4801481076062
"clt",1983,"NFL",7,9,0,"",264,354,-90,"Kush",26,21,19,23,25,22,28,0.4375,-5.625,0.111111111111111,-1.02218964598943
"clt",1982,"NFL",0,8,1,"",113,236,-123,"Kush",28,27,26,26,28,27,28,0,-13.6666666666667,0,-2.24546844132719
"clt",1981,"NFL",2,14,0,"",259,533,-274,"McCormack",26,22,28,28,28,28,28,0.125,-17.125,0,-2.87387994157582
"clt",1980,"NFL",7,9,0,"",355,387,-32,"McCormack",9,13,23,21,17,17,28,0.4375,-2,0.407407407407407,-0.326720923504617
"clt",1979,"NFL",5,11,0,"",271,351,-80,"Marchibroda",22,20,19,15,23,17,28,0.3125,-5,0.185185185185185,-1.03917203275839
"clt",1978,"NFL",5,11,0,"",239,421,-182,"Marchibroda",27,24,28,28,28,28,28,0.3125,-11.375,0,-2.35592993919816
"clt",1977,"NFL",10,4,0,"Lost Div",295,221,74,"Marchibroda",6,6,11,17,6,6,28,0.714285714285714,5.28571428571429,0.814814814814815,0.839829311353563
"clt",1976,"NFL",11,3,0,"Lost Div",417,246,171,"Marchibroda",1,1,13,15,2,5,28,0.785714285714286,12.2142857142857,0.962962962962963,1.32429841350114
"clt",1975,"NFL",10,4,0,"Lost Div",395,269,126,"Marchibroda",2,12,10,12,5,11,26,0.714285714285714,9,0.84,1.01437307948924
"clt",1974,"NFL",2,12,0,"",190,329,-139,"Thomas,Schnellenberger",23,15,25,14,25,17,26,0.142857142857143,-9.92857142857143,0.04,-1.58433186754974
"clt",1973,"NFL",4,10,0,"",226,341,-115,"Schnellenberger",20,21,21,21,21,22,26,0.285714285714286,-8.21428571428571,0.2,-0.912969882754548
"clt",1972,"NFL",5,9,0,"",235,252,-17,"Sandusky,McCafferty",20,14,11,20,17,18,26,0.357142857142857,-1.21428571428571,0.36,-0.142353997750747
"clt",1971,"NFL",10,4,0,"Lost Conf",313,140,173,"McCafferty",5,12,2,1,2,2,26,0.714285714285714,12.3571428571429,0.96,1.74823478210361
"clt",1970,"NFL",11,2,1,"Won SB",321,234,87,"McCafferty",6,8,7,9,5,10,26,0.785714285714286,6.21428571428571,0.84,0.868258284295541
"clt",1969,"NFL",8,5,1,"",279,268,11,"Shula",8,4,6,13,7,10,16,0.571428571428571,0.785714285714286,0.6,0.105571080525392
"clt",1968,"NFL",13,1,0,"Lost SB",402,144,258,"Shula",2,4,1,2,1,2,16,0.928571428571429,18.4285714285714,1,1.82803919874811
"clt",1967,"NFL",11,1,2,"",394,198,196,"Shula",2,1,2,5,2,1,16,0.785714285714286,14,0.933333333333333,1.61266355732108
"clt",1966,"NFL",9,5,0,"",314,226,88,"Shula",8,5,3,7,4,7,15,0.642857142857143,6.28571428571429,0.785714285714286,0.726710770560461
"clt",1965,"NFL",10,3,1,"Lost Div",389,284,105,"Shula",3,5,4,5,2,5,14,0.714285714285714,7.5,0.923076923076923,1.26218872984157
"clt",1964,"NFL",12,2,0,"Lost Conf",428,225,203,"Shula",1,1,1,3,1,2,14,0.857142857142857,14.5,1,2.04860981274313
"clt",1963,"NFL",8,6,0,"",316,285,31,"Shula",7,2,7,6,7,5,14,0.571428571428571,2.21428571428571,0.538461538461538,0.262287029426635
"clt",1962,"NFL",7,7,0,"",293,288,5,"Ewbank",8,5,6,4,6,3,14,0.5,0.357142857142857,0.615384615384615,0.0450789443985982
"clt",1961,"NFL",8,6,0,"",302,307,-5,"Ewbank",7,2,10,1,10,1,14,0.571428571428571,-0.357142857142857,0.307692307692308,-0.038306639056036
"clt",1960,"NFL",6,6,0,"",288,234,54,"Ewbank",4,1,6,4,5,2,13,0.5,4.5,0.666666666666667,0.614577521211007
"clt",1959,"NFL",9,3,0,"Won Champ",374,251,123,"Ewbank",1,1,7,8,1,2,12,0.75,10.25,1,1.42162638131682
"clt",1958,"NFL",9,3,0,"Won Champ",381,203,178,"Ewbank",1,1,2,2,1,1,12,0.75,14.8333333333333,1,1.77809361245756
"clt",1957,"NFL",7,5,0,"",303,235,68,"Ewbank",2,2,8,6,2,2,12,0.583333333333333,5.66666666666667,0.909090909090909,1.13287569821137
"clt",1956,"NFL",5,7,0,"",270,322,-52,"Ewbank",4,4,11,11,10,5,12,0.416666666666667,-4.33333333333333,0.181818181818182,-0.743077755273576
"clt",1955,"NFL",5,6,1,"",214,239,-25,"Ewbank",11,9,6,11,8,11,12,0.416666666666667,-2.08333333333333,0.363636363636364,-0.408327488930191
"clt",1954,"NFL",3,9,0,"",131,279,-148,"Ewbank",12,12,8,5,10,10,12,0.25,-12.3333333333333,0.181818181818182,-1.17743833000591
"clt",1953,"NFL",3,9,0,"",182,350,-168,"Molesworth",11,12,12,12,12,12,12,0.25,-14,0,-1.32809625063126
"jax",2013,"NFL",0,8,0,"",86,264,-178,"Bradley",32,32,32,27,32,32,32,0,-22.25,0,-2.64898967276208
"jax",2012,"NFL",2,14,0,"",255,444,-189,"Mularkey",30,29,29,30,31,32,32,0.125,-11.8125,0.032258064516129,-1.69715531605203
"jax",2011,"NFL",5,11,0,"",243,329,-86,"Del Rio,Tucker",28,32,11,6,26,29,32,0.3125,-5.375,0.193548387096774,-0.780369466518034
"jax",2010,"NFL",8,8,0,"",353,419,-66,"Del Rio",18,15,27,28,24,23,32,0.5,-4.125,0.258064516129032,-0.680548877713391
"jax",2009,"NFL",7,9,0,"",290,380,-90,"Del Rio",24,18,24,23,25,22,32,0.4375,-5.625,0.225806451612903,-0.754348687786319
"jax",2008,"NFL",5,11,0,"",302,367,-65,"Del Rio",24,20,21,17,24,22,32,0.3125,-4.0625,0.258064516129032,-0.60626248733204
"jax",2007,"NFL",11,5,0,"Lost Div",411,304,107,"Del Rio",6,7,10,12,7,8,32,0.6875,6.6875,0.806451612903226,0.919905389017054
"jax",2006,"NFL",8,8,0,"",371,274,97,"Del Rio",9,10,4,2,5,4,32,0.5,6.0625,0.870967741935484,1.04831621623142
"jax",2005,"NFL",12,4,0,"Lost WC",361,269,92,"Del Rio",12,15,6,6,8,10,32,0.75,5.75,0.774193548387097,0.869050505432959
"jax",2004,"NFL",9,7,0,"",261,280,-19,"Del Rio",29,21,7,11,18,18,32,0.5625,-1.1875,0.451612903225806,-0.207893822666255
